-0.121528 0.998146 0.001000
-0.114583 1.002697 0.001000
-0.107639 1.000348 0.001000
-0.100694 0.994516 0.001000
-0.093750 0.998111 0.000998
-0.086806 1.003098 0.000999
-0.079861 0.995613 0.001000
-0.072917 1.004158 0.001000
-0.065972 1.004151 0.000999
-0.059028 1.002598 0.000999
-0.052083 0.998067 0.000992
-0.045139 0.996790 0.000981
-0.038194 0.984286 0.000972
-0.031250 0.988498 0.000972
-0.024306 0.984679 0.000969
-0.017361 0.981528 0.000967
-0.010417 0.982832 0.000967
-0.003472 0.980862 0.000968
0.003472 0.987292 0.000967
0.010417 0.979397 0.000968
0.017361 0.980122 0.000968
0.024306 0.979074 0.000968
0.031250 0.987870 0.000968
0.038194 0.981442 0.000973
0.045139 0.984745 0.000975
0.052083 0.985473 0.000980
0.059028 0.992024 0.000991
0.065972 1.000202 0.001000
0.072917 1.003780 0.001000
0.079861 0.998559 0.000998
0.086806 0.997855 0.000999
0.093750 0.995137 0.001002
0.100694 0.997067 0.001001
0.107639 1.001173 0.000998
0.114583 0.997645 0.001001
0.121528 0.999091 0.000998
