pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_imppar,st_teff,st_rad,st_mass,st_lum,st_logg,releasedate
0,6.91311120,0.074900,0.710,,,0.000000,386.64,1131,0.0323,6540.00,1.15,1.17,,4.38,2014-11-21
0,6.91241288,,,,,,,,,6294.63,1.68,1.23,0.599,4.08,2019-04-18
0,6.91317320,0.076200,0.910,,,0.000000,505.00,1209,0.2640,6296.00,1.44,1.23,,4.21,2017-05-08
0,18.60503000,0.141000,1.230,,,0.000000,,661,0.3600,6378.00,0.78,1.09,,4.69,2013-10-28
0,18.60519420,0.150500,2.110,,,0.000000,127.55,857,0.0902,6616.00,1.30,1.31,,4.33,2015-08-25
0,,,2.255,,,,156.90,,,6606.00,1.44,,,,2018-09-06
0,18.60520460,,,,,,,,,6037.00,1.53,1.12,0.447,4.12,2018-09-25
0,18.60519420,0.150500,2.110,,,0.000000,127.55,857,0.0902,6616.00,1.30,1.31,,4.33,2014-11-21
0,18.60519420,,2.020,,,,,,,6194.00,1.23,1.15,,4.32,2016-05-10
0,18.60519420,0.150500,2.110,,,0.000000,127.55,857,0.0902,6616.00,1.30,1.31,,4.33,2014-11-18
0,18.60520460,0.149900,1.940,,,0.000000,113.88,833,0.0930,6572.00,1.24,1.30,,4.37,2017-05-08
0,18.60392687,,,,,,,,,6037.00,1.53,1.12,0.447,4.12,2019-04-18
0,23.95537800,0.158600,2.620,,,0.000000,71.16,741,0.0466,5011.00,1.78,0.93,,3.90,2014-11-21
0,23.95537800,,1.060,,,,,,,4939.00,0.75,0.79,,4.59,2016-05-10
0,23.95539860,,,,,,,,,,,,,,2018-09-25
0,23.95539860,0.158600,2.840,,,0.000000,71.16,741,0.6690,5011.00,1.78,0.93,,3.90,2017-05-08
0,23.95547083,,,,,,,,,,,,,,2019-04-18
0,23.95537800,0.158600,2.620,,,0.000000,71.16,741,0.0466,5011.00,1.78,0.93,,3.90,2014-11-18
0,23.95536000,0.158000,3.400,,,0.000000,,785,0.8000,4934.00,2.05,0.92,,3.77,2013-10-28
0,23.95537800,0.158600,2.620,,,0.000000,71.16,741,0.0466,5011.00,1.78,0.93,,3.90,2015-08-25
0,29.60990550,,,,,,,,,5916.04,,,,,2018-09-25
0,29.60917440,0.178100,0.900,,,0.000000,20.36,542,0.4180,5850.00,0.79,0.86,,4.58,2015-08-25
0,29.60936754,,,,,,,,,5916.04,,,,,2016-07-28
0,29.60990550,0.186100,1.740,,,0.000000,37.12,629,0.9840,5812.00,1.12,0.98,,4.33,2017-05-08
0,29.60917440,0.178100,0.900,,,0.000000,20.36,542,0.4180,5850.00,0.79,0.86,,4.58,2014-11-21
0,29.60913000,0.188000,1.100,,,0.000000,,571,0.8200,5905.00,0.90,1.00,,4.53,2013-10-28
0,29.60917440,,1.160,,,,,,,5838.00,1.07,1.02,,4.39,2016-05-10
0,29.60917440,0.178100,0.900,,,0.000000,20.36,542,0.4180,5850.00,0.79,0.86,,4.58,2014-11-18
0,14.45403290,,,,,,,,,5490.38,1.75,0.96,0.398,3.94,2018-09-25
0,14.45421833,,,,,,,,,5490.38,1.75,0.96,0.398,3.94,2019-04-18
0,14.45403290,0.103800,0.720,,,0.000000,49.51,676,0.5220,5559.00,0.79,0.71,,4.50,2017-05-08
0,14.45413020,0.103800,0.790,,,0.000000,49.51,676,0.7740,5559.00,0.79,0.71,,4.50,2015-08-25
0,14.45413020,,0.940,,,,,,,5718.00,0.95,0.97,,4.47,2016-05-10
0,14.45413020,0.103800,0.790,,,0.000000,49.51,676,0.7740,5559.00,0.79,0.71,,4.50,2014-11-21
0,,,1.555,,,,216.41,,,5477.00,1.70,,,,2018-09-06
0,14.45414000,0.112000,0.880,,,0.000000,,717,0.7900,5642.00,0.93,0.89,,4.45,2013-10-28
0,14.45413020,0.103800,0.790,,,0.000000,49.51,676,0.7740,5559.00,0.79,0.71,,4.50,2014-11-18
0,14.25632270,0.118700,1.520,,,0.000000,94.11,794,0.3572,6131.00,1.02,1.09,,4.46,2015-08-25
0,14.25632270,0.118700,1.520,,,0.000000,94.11,794,0.3572,6131.00,1.02,1.09,,4.46,2014-11-18
0,14.25632720,0.118700,1.730,,,0.000000,95.22,797,0.8940,6140.00,1.03,1.09,,4.46,2017-05-08
0,14.25624000,0.118000,1.830,,,0.000000,,778,0.9400,6111.00,0.98,1.07,,4.48,2013-10-28
0,14.25632720,,,,,,,,,,,,,,2018-09-25
0,14.25632270,,1.560,,,,,,,5831.00,1.02,1.02,,4.43,2016-05-10
0,14.25632270,0.118700,1.520,,,0.000000,94.11,794,0.3572,6131.00,1.02,1.09,,4.46,2014-11-21
0,14.25619240,,,,,,,,,,,,,,2019-04-18
0,0.96896780,0.020000,1.250,,,0.000000,,1743,0.7400,5617.00,0.99,1.05,,4.47,2013-10-28
0,0.96897238,0.019600,1.090,,,0.000000,2772.48,1851,0.3443,5853.00,1.01,1.07,,4.46,2014-11-18
0,0.96898078,0.019700,1.080,,,0.000000,2730.51,1844,0.0650,5866.00,1.00,1.08,,4.47,2017-05-08
0,0.96897238,0.019600,1.090,,,0.000000,2772.48,1851,0.3443,5853.00,1.01,1.07,,4.46,2015-08-25
0,0.96897238,,1.100,,,,,,,5793.00,1.01,1.01,,4.44,2016-05-10
0,0.96898078,,,,,,,,,5535.81,,,,,2018-09-25
0,0.96897070,,,,,,,,,5535.81,,,,,2019-04-18
0,0.96897238,0.019600,1.090,,,0.000000,2772.48,1851,0.3443,5853.00,1.01,1.07,,4.46,2014-11-21
0,10.67618500,,,,,,,,,6276.70,2.51,1.23,0.944,3.73,2016-07-28
0,10.67615920,0.105900,1.790,,,0.000000,285.79,1049,0.4030,6460.00,1.43,1.39,,4.27,2017-05-08
0,10.67607169,,1.640,,,,,,,6184.00,1.36,1.28,,4.28,2016-05-10
0,10.67612600,0.095000,1.260,,,0.000000,,871,0.1200,5952.00,1.05,1.01,,4.41,2013-10-28
0,10.67607169,0.099500,1.950,,,0.000000,401.26,1141,0.1903,6409.00,1.62,1.15,,4.08,2014-11-21
0,10.67607169,0.099500,1.950,,,0.000000,401.26,1141,0.1903,6409.00,1.62,1.15,,4.08,2014-11-18
0,10.67607169,0.099500,1.950,,,0.000000,401.26,1141,0.1903,6409.00,1.62,1.15,,4.08,2015-08-25
0,,,3.198,,,,817.58,,,6285.00,2.56,,,,2018-09-06
0,10.67633255,,,,,,,,,6276.70,2.51,1.23,0.944,3.73,2019-04-18
0,10.67615920,,,,,,,,,6276.70,2.51,1.23,0.944,3.73,2018-09-25
0,4.48494315,0.055000,1.230,,,0.000000,488.22,1199,0.3000,6217.00,1.05,1.10,,4.44,2017-05-08
0,4.48490091,,,,,,,,,5894.00,1.12,1.07,0.138,4.37,2019-04-18
0,4.48487493,0.054900,1.190,,,0.000000,471.23,1188,0.1561,6210.00,1.03,1.09,,4.45,2015-08-25
0,,,1.307,,,,551.16,,,6220.00,1.11,,,,2018-09-06
0,4.48487493,0.054900,1.190,,,0.000000,471.23,1188,0.1561,6210.00,1.03,1.09,,4.45,2014-11-21
0,4.48494315,,,,,,,,,5894.00,1.12,1.07,0.138,4.37,2018-09-25
0,4.48490400,0.055000,1.490,,,0.000000,,1184,0.9400,6200.00,1.03,1.10,,4.45,2013-10-28
0,4.48487493,,1.290,,,,,,,5902.00,1.07,1.05,,4.40,2016-05-10
0,4.48487493,0.054900,1.190,,,0.000000,471.23,1188,0.1561,6210.00,1.03,1.09,,4.45,2014-11-18
0,16.00749754,0.123900,1.820,,,0.000000,81.79,767,0.5244,6010.00,1.04,0.99,,4.40,2015-08-25
0,16.00754000,0.125000,2.220,,,0.000000,,772,0.9650,6002.00,1.06,1.01,,4.39,2013-10-28
0,16.00758300,0.127000,2.410,,,,,,0.7900,5848.00,1.36,,,4.20,2014-05-14
0,16.00749754,0.123900,1.820,,,0.000000,81.79,767,0.5244,6010.00,1.04,0.99,,4.40,2014-11-18
0,16.00749754,,2.150,,,,,,,5913.00,1.22,1.06,,4.29,2016-05-10
0,,,3.063,,,,118.33,,,5802.00,1.34,,,,2018-09-06
0,16.00747237,0.124100,2.990,,,0.000000,116.46,838,0.9750,5857.00,1.30,0.99,,4.20,2017-05-08
0,16.00749754,0.123900,1.820,,,0.000000,81.79,767,0.5244,6010.00,1.04,0.99,,4.40,2014-11-21
0,16.00747237,,,,,,,,,5836.51,1.37,1.05,0.294,4.19,2018-09-25
0,27.08216000,0.177000,2.240,,,0.000000,,649,0.1700,6002.00,1.06,1.01,,4.39,2013-10-28
0,,,3.329,,,,58.70,,,5802.00,1.34,,,,2018-09-06
0,27.08239734,0.176200,3.250,,,0.000000,57.77,703,0.9150,5857.00,1.30,0.99,,4.20,2017-05-08
0,27.08239734,,,,,,,,,5836.51,1.37,1.05,0.294,4.19,2018-09-25
0,27.08247084,0.175900,2.360,,,0.000000,40.58,644,0.7870,6010.00,1.04,0.99,,4.40,2014-11-21
0,27.08247084,,2.780,,,,,,,5913.00,1.22,1.06,,4.29,2016-05-10
0,27.08245399,,,,,,,,,5836.51,1.37,1.05,0.294,4.19,2016-07-28
0,27.08251100,0.181000,3.370,,,,,,0.8900,5848.00,1.36,,,4.20,2014-05-14
0,27.08247084,0.175900,2.360,,,0.000000,40.58,644,0.7870,6010.00,1.04,0.99,,4.40,2015-08-25
0,27.08247084,0.175900,2.360,,,0.000000,40.58,644,0.7870,6010.00,1.04,0.99,,4.40,2014-11-18
0,2.46050993,0.030400,1.030,,,0.000000,208.54,969,0.1408,4811.00,0.63,0.62,,4.63,2015-08-25
0,2.46052472,,,,,,,,,,,,,,2019-04-18
0,2.46050095,,,,,,,,,,,,,,2018-09-25
0,2.46050993,,1.180,,,,,,,4796.00,0.72,0.77,,4.62,2016-05-10
0,2.46053400,0.034000,1.490,,,0.000000,,1062,0.0300,4647.00,0.91,0.84,,4.44,2013-10-28
0,2.46050993,0.030400,1.030,,,0.000000,208.54,969,0.1408,4811.00,0.63,0.62,,4.63,2014-11-18
0,2.46050095,0.030400,1.030,,,0.000000,208.54,969,0.0520,4811.00,0.63,0.62,,4.63,2017-05-08
0,2.46050993,0.030400,1.030,,,0.000000,208.54,969,0.1408,4811.00,0.63,0.62,,4.63,2014-11-21
0,5.86603300,0.064000,1.590,,,0.000000,,1043,0.8600,5969.00,1.00,1.00,,4.43,2013-10-28
0,5.86601526,0.064800,1.460,,,0.000000,302.77,1064,0.3019,6020.00,1.04,1.05,,4.43,2015-08-25
0,,,1.803,,,,469.82,,,6020.00,1.29,,,,2018-09-06
0,5.86601519,,,,,,,,,5639.91,1.39,1.00,0.243,4.15,2019-04-18
0,5.86601270,,,,,,,,,5639.91,1.39,1.00,0.243,4.15,2018-09-25
0,5.86601270,0.064800,1.450,,,0.000000,302.77,1064,0.5390,6020.00,1.04,1.05,,4.43,2017-05-08
0,5.86601526,0.064800,1.460,,,0.000000,302.77,1064,0.3019,6020.00,1.04,1.05,,4.43,2014-11-18
0,5.86601526,,1.470,,,,,,,5806.00,1.03,1.03,,4.42,2016-05-10
0,5.86601526,0.064800,1.460,,,0.000000,302.77,1064,0.3019,6020.00,1.04,1.05,,4.43,2014-11-21
0,23.91090110,0.167000,2.220,,,0.000000,64.17,722,0.7351,6313.00,1.12,1.08,,4.37,2015-08-25
0,23.90956133,,,,,,,,,5898.00,1.61,1.07,0.449,4.06,2019-04-18
0,23.91070560,0.169600,1.910,,,0.000000,59.76,709,0.3980,6338.00,1.09,1.14,,4.42,2017-05-08
0,23.91090110,0.167000,2.220,,,0.000000,64.17,722,0.7351,6313.00,1.12,1.08,,4.37,2014-11-21
0,23.91070560,,,,,,,,,5898.00,1.61,1.07,0.449,4.06,2018-09-25
0,23.91103000,0.170000,2.000,,,0.000000,,701,0.6400,6325.00,1.07,1.14,,4.43,2013-10-28
0,23.91090110,,2.220,,,,,,,6031.00,1.13,1.09,,4.37,2016-05-10
0,,,2.683,,,,119.24,,,6345.00,1.54,,,,2018-09-06
0,23.91090110,0.167000,2.220,,,0.000000,64.17,722,0.7351,6313.00,1.12,1.08,,4.37,2014-11-18
0,4.13592271,0.052300,1.330,,,0.000000,515.81,1215,0.0797,6164.00,1.04,1.11,,4.45,2015-08-25
0,4.13592271,,1.560,,,,,,,6097.00,1.19,1.14,,4.34,2016-05-10
0,4.13594297,,,,,,,,,,,,,,2019-04-18
0,4.13592271,0.052300,1.330,,,0.000000,515.81,1215,0.0797,6164.00,1.04,1.11,,4.45,2014-11-18
0,4.13592927,,,,,,,,,,,,,,2018-09-25
0,4.13590600,0.052000,1.290,,,0.000000,,1184,0.3800,6152.00,0.99,1.08,,4.48,2013-10-28
0,4.13592271,0.052300,1.330,,,0.000000,515.81,1215,0.0797,6164.00,1.04,1.11,,4.45,2014-11-21
0,4.13592927,0.051600,1.430,,,0.000000,535.42,1226,0.1680,5886.00,1.15,1.07,,4.34,2017-05-08
0,,,4.157,,,,4505.30,,,5885.00,3.34,,,,2018-09-06
0,8.05333618,,1.110,,,,,,,6291.00,2.04,1.47,,3.98,2016-05-10
0,8.05286361,,,,,,,,,6062.77,2.45,1.13,0.862,3.71,2019-04-18
0,8.05337912,,,,,,,,,6062.77,2.45,1.13,0.862,3.71,2018-09-25
0,,,1.438,,,,925.29,,,6251.00,2.32,,,,2018-09-06
0,8.05333618,0.080300,0.860,,,0.000000,467.30,1186,0.2545,6350.00,1.44,1.06,,4.15,2015-08-25
0,8.05333618,0.080300,0.860,,,0.000000,467.30,1186,0.2545,6350.00,1.44,1.06,,4.15,2014-11-18
0,8.05337912,0.089400,1.280,,,0.000000,717.70,1320,0.0350,6231.00,2.06,1.47,,3.98,2017-05-08
0,8.05334000,0.084000,1.090,,,0.000000,,1205,0.4300,6354.00,1.55,1.23,,4.15,2013-10-28
0,8.05333618,0.080300,0.860,,,0.000000,467.30,1186,0.2545,6350.00,1.44,1.06,,4.15,2014-11-21
0,4.45342418,,,,,,,,,6360.19,1.41,1.26,0.468,4.24,2018-09-25
0,4.45342418,0.054600,0.900,,,0.000000,740.51,1331,0.5690,6256.00,1.27,1.09,,4.27,2017-05-08
0,4.45343400,0.057000,0.850,,,0.000000,,1378,0.3900,6640.00,1.26,1.25,,4.33,2013-10-28
0,4.45343281,0.056800,0.940,,,0.000000,980.87,1427,0.3952,6664.00,1.34,1.24,,4.27,2014-11-21
0,4.45343281,0.056800,0.940,,,0.000000,980.87,1427,0.3952,6664.00,1.34,1.24,,4.27,2014-11-18
0,4.45342368,,,,,,,,,6360.19,1.41,1.26,0.468,4.24,2019-04-18
0,4.45343281,,0.860,,,,,,,6356.00,1.32,1.21,,4.28,2016-05-10
0,,,0.993,,,,893.89,,,6234.00,1.40,,,,2018-09-06
0,4.45343281,0.056800,0.940,,,0.000000,980.87,1427,0.3952,6664.00,1.34,1.24,,4.27,2015-08-25
0,9.70571600,,1.310,,,,,,,5972.00,1.09,1.06,,4.39,2016-05-10
0,,,3.721,,,,772.08,,,5810.00,2.49,,,,2018-09-06
0,9.70571600,0.088100,1.260,,,0.000000,186.89,943,0.3399,6198.00,1.05,0.97,,4.38,2014-11-21
0,9.70542000,0.092000,1.460,,,0.000000,,962,0.8100,6227.00,1.13,1.10,,4.37,2013-10-28
0,9.70571600,0.088100,1.260,,,0.000000,186.89,943,0.3399,6198.00,1.05,0.97,,4.38,2015-08-25
0,9.70569300,,,,,,,,,5844.00,2.45,1.05,0.801,3.68,2018-09-25
0,9.70571600,0.088100,1.260,,,0.000000,186.89,943,0.3399,6198.00,1.05,0.97,,4.38,2014-11-18
0,9.70569300,0.090700,2.070,,,0.000000,237.46,1001,0.9410,5808.00,1.39,1.06,,4.18,2017-05-08
0,10.92944000,0.096000,1.520,,,0.000000,,767,0.8800,5789.00,0.87,0.97,,4.55,2013-10-28
0,10.92954610,0.095400,1.320,,,0.000000,84.19,773,0.4473,5796.00,0.87,0.97,,4.54,2014-11-18
0,10.92948150,0.095100,1.210,,,0.000000,83.14,770,0.1970,5792.00,0.86,0.96,,4.55,2017-05-08
0,10.92954610,0.095400,1.320,,,0.000000,84.19,773,0.4473,5796.00,0.87,0.97,,4.54,2014-11-21
0,10.92948150,,,,,,,,,5535.00,,,,,2018-09-25
0,10.92954610,0.095400,1.320,,,0.000000,84.19,773,0.4473,5796.00,0.87,0.97,,4.54,2015-08-25
0,10.92954610,,1.370,,,,,,,5557.00,0.90,0.93,,4.51,2016-05-10
0,10.92973609,,,,,,,,,5535.00,,,,,2019-04-18
0,,,2.316,,,,307.40,,,5803.00,1.66,,,,2018-09-06
0,2.31942009,0.033000,0.860,,,0.000000,561.12,1241,0.4104,5551.00,0.85,0.89,,4.53,2014-11-18
0,2.31941571,0.034600,1.240,,,0.000000,1164.84,1490,0.4290,5624.00,1.25,1.02,,4.26,2017-05-08
0,2.31942009,0.033000,0.860,,,0.000000,561.12,1241,0.4104,5551.00,0.85,0.89,,4.53,2015-08-25
0,2.31941555,,,,,,,,,5403.00,1.31,0.94,0.123,4.17,2019-04-18
0,2.31942009,,0.940,,,,,,,5530.00,0.96,0.97,,4.46,2016-05-10
0,2.31942600,0.033000,0.880,,,0.000000,,1230,0.5500,5529.00,0.84,0.88,,4.53,2013-10-28
0,2.31942009,0.033000,0.860,,,0.000000,561.12,1241,0.4104,5551.00,0.85,0.89,,4.53,2014-11-21
0,2.31941571,,,,,,,,,5403.00,1.31,0.94,0.123,4.17,2018-09-25
0,8.07392849,0.057900,1.300,,,0.000000,5.60,392,0.4750,3471.00,0.38,0.40,,4.88,2015-08-25
0,8.07392849,0.057900,1.300,,,0.000000,5.60,392,0.4750,3471.00,0.38,0.40,,4.88,2014-11-21
0,8.07394097,,,,,,,,,3548.00,0.45,0.44,-1.544,4.78,2018-09-25
0,8.07392000,0.062000,2.100,,,0.000000,,532,0.1800,3679.00,0.67,0.49,,4.48,2013-10-28
0,8.07400586,,,,,,,,,3548.00,0.45,0.44,-1.544,4.78,2019-04-18
0,8.07397517,,,,,,,,,3548.00,0.45,0.44,-1.544,4.78,2016-07-28
0,8.07392849,,1.460,,,,,,,3578.00,0.43,0.46,,4.83,2016-05-10
0,,,1.766,,,,9.08,,,3679.00,0.44,,,,2018-09-06
0,8.07394097,0.059400,1.590,,,0.000000,7.33,420,0.9280,3675.00,0.40,0.43,,4.87,2017-05-08
0,8.07392849,0.057900,1.300,,,0.000000,5.60,392,0.4750,3471.00,0.38,0.40,,4.88,2014-11-18
0,5.88527364,0.065300,1.590,,,0.000000,583.47,1253,0.6220,6070.00,1.43,1.07,,4.16,2017-05-08
0,5.88526957,,,,,,,,,6042.38,1.26,1.12,0.282,4.29,2019-04-18
0,5.88522100,0.067000,1.330,,,0.000000,,1148,0.7000,6377.00,1.12,1.15,,4.41,2013-10-28
0,5.88527653,,,,,,,,,6042.38,1.26,1.12,0.282,4.29,2016-07-28
0,5.88500000,0.066400,1.780,,,,,1287,,6157.00,1.49,1.13,,4.14,2014-11-19
0,5.88528169,0.065200,1.100,,,0.000000,353.44,1106,0.1622,6363.00,1.01,1.06,,4.46,2015-08-25
0,5.88528169,0.065200,1.100,,,0.000000,353.44,1106,0.1622,6363.00,1.01,1.06,,4.46,2014-11-18
0,,,1.311,,,,426.72,,,6182.00,1.18,,,,2018-09-06
0,5.88528169,,1.610,,,,,,,6274.00,1.47,1.24,,4.19,2016-05-10
0,5.88527300,0.066000,1.330,,,,,,0.3400,6075.00,1.24,,,4.29,2014-05-14
0,5.88528169,0.065200,1.100,,,0.000000,353.44,1106,0.1622,6363.00,1.01,1.06,,4.46,2014-11-21
0,5.88527364,,,,,,,,,6042.38,1.26,1.12,0.282,4.29,2018-09-25
0,,,1.309,,,,207.25,,,6182.00,1.18,,,,2018-09-06
0,10.10463505,0.093500,1.100,,,0.000000,171.87,923,0.2457,6363.00,1.01,1.06,,4.46,2014-11-21
0,10.10455485,,,,,,,,,6042.38,1.26,1.12,0.282,4.29,2016-07-28
0,10.10466500,0.094000,1.350,,,,,,0.2500,6075.00,1.24,,,4.29,2014-05-14
0,10.10463505,0.093500,1.100,,,0.000000,171.87,923,0.2457,6363.00,1.01,1.06,,4.46,2014-11-18
0,10.10463142,0.093700,1.590,,,0.000000,283.38,1046,0.5710,6070.00,1.43,1.07,,4.16,2017-05-08
0,10.10463505,0.093500,1.100,,,0.000000,171.87,923,0.2457,6363.00,1.01,1.06,,4.46,2015-08-25
0,10.10464800,0.096000,1.260,,,0.000000,,959,0.6600,6377.00,1.12,1.15,,4.41,2013-10-28
0,10.10460901,,,,,,,,,6042.38,1.26,1.12,0.282,4.29,2019-04-18
0,10.10463142,,,,,,,,,6042.38,1.26,1.12,0.282,4.29,2018-09-25
0,10.10463505,,1.580,,,,,,,6274.00,1.47,1.24,,4.19,2016-05-10
0,10.10500000,0.095200,1.690,,,,,1075,,6157.00,1.49,1.13,,4.14,2014-11-19
0,,,1.991,,,,44.73,,,5654.00,1.59,,,,2018-09-06
0,39.85950500,0.227400,1.620,,,0.000000,29.97,597,0.3980,5675.00,1.29,0.98,,4.21,2017-05-08
0,39.85948400,0.224500,1.390,,,0.000000,24.87,570,0.5947,5906.00,1.07,0.95,,4.35,2014-11-21
0,39.85948400,,1.260,,,,,,,5698.00,0.96,0.98,,4.46,2016-05-10
0,39.85948400,0.224500,1.390,,,0.000000,24.87,570,0.5947,5906.00,1.07,0.95,,4.35,2015-08-25
0,39.85969074,,,,,,,,,5667.00,1.60,1.01,0.377,4.03,2016-07-28
0,39.85948400,0.224500,1.390,,,0.000000,24.87,570,0.5947,5906.00,1.07,0.95,,4.35,2014-11-18
0,39.85925000,0.226000,1.310,,,0.000000,,570,0.0300,5900.00,1.08,0.97,,4.35,2013-10-28
0,39.85736270,,,,,,,,,5667.00,1.60,1.01,0.377,4.03,2019-04-18
0,39.85950500,,,,,,,,,5667.00,1.60,1.01,0.377,4.03,2018-09-25
0,,,2.014,,,,33.05,,,5425.00,1.53,,,,2018-09-06
0,39.44198390,0.220100,1.110,,,0.000000,13.90,492,0.0264,5749.00,0.83,0.91,,4.56,2015-08-25
0,39.43986217,,,,,,,,,5572.13,1.56,0.98,0.325,4.04,2016-07-28
0,39.44198390,0.220100,1.110,,,0.000000,13.90,492,0.0264,5749.00,0.83,0.91,,4.56,2014-11-21
0,39.44198390,,1.310,,,,,,,5802.00,1.00,1.00,,4.45,2016-05-10
0,39.44207810,0.234600,2.510,,,0.000000,51.14,682,0.4200,5430.00,1.90,1.11,,3.92,2017-05-08
0,39.44131000,0.224000,1.170,,,0.000000,,499,0.0400,5765.00,0.86,0.97,,4.55,2013-10-28
0,39.44207810,,,,,,,,,5572.13,1.56,0.98,0.325,4.04,2018-09-25
0,39.44198390,0.220100,1.110,,,0.000000,13.90,492,0.0264,5749.00,0.83,0.91,,4.56,2014-11-18
0,39.44092848,,,,,,,,,5572.13,1.56,0.98,0.325,4.04,2019-04-18
0,81.41635082,,,,,,,,,6446.00,1.70,1.31,0.651,4.10,2016-07-28
0,81.41765841,,,,,,,,,6446.00,1.70,1.31,0.651,4.10,2019-04-18
0,,,5.559,,,,25.97,,,6388.00,1.68,,,,2018-09-06
0,81.41601380,0.403900,4.630,,,0.000000,17.53,522,0.9110,6352.00,1.40,1.32,,4.27,2017-05-08
0,81.41629410,0.377800,2.960,,,0.000000,13.41,488,0.6155,6499.00,1.09,1.08,,4.39,2014-11-18
0,81.41629410,0.377800,2.960,,,0.000000,13.41,488,0.6155,6499.00,1.09,1.08,,4.39,2015-08-25
0,81.41629410,0.377800,2.960,,,0.000000,13.41,488,0.6155,6499.00,1.09,1.08,,4.39,2014-11-21
0,81.41601380,,,,,,,,,6446.00,1.70,1.31,0.651,4.10,2018-09-25
0,81.41629410,,3.930,,,,,,,6394.00,1.44,1.34,,4.25,2016-05-10
0,,,1.111,,,,2809.16,,,6344.00,1.62,,,,2018-09-06
0,2.41811321,,0.970,,,,,,,6289.00,1.27,1.19,,4.30,2016-05-10
0,2.41811321,0.035600,0.790,,,0.000000,1443.27,1572,0.6180,6379.00,1.11,1.03,,4.36,2014-11-18
0,2.41810158,,,,,,,,,6347.00,1.58,1.26,0.561,4.14,2018-09-25
0,2.41810158,0.036800,0.850,,,0.000000,1555.96,1602,0.0160,6258.00,1.24,1.14,,4.31,2017-05-08
0,2.41811321,0.035600,0.790,,,0.000000,1443.27,1572,0.6180,6379.00,1.11,1.03,,4.36,2015-08-25
0,2.41810661,,,,,,,,,6347.00,1.58,1.26,0.561,4.14,2019-04-18
0,2.41811321,0.035600,0.790,,,0.000000,1443.27,1572,0.6180,6379.00,1.11,1.03,,4.36,2014-11-21
0,33.42035034,0.202600,1.840,,,0.000000,20.38,542,0.6281,5838.00,0.90,0.99,,4.53,2014-11-21
0,33.42030010,,,,,,,,,5677.43,1.06,1.01,0.021,4.39,2018-09-25
0,33.42025398,,,,,,,,,5677.43,1.06,1.01,0.021,4.39,2016-07-28
0,33.42035034,0.202600,1.840,,,0.000000,20.38,542,0.6281,5838.00,0.90,0.99,,4.53,2014-11-18
0,,,2.289,,,,25.94,,,5875.00,0.99,,,,2018-09-06
0,33.42035034,0.202600,1.840,,,0.000000,20.38,542,0.6281,5838.00,0.90,0.99,,4.53,2015-08-25
0,33.42044377,,,,,,,,,5677.43,1.06,1.01,0.021,4.39,2019-04-18
0,33.42035034,,2.180,,,,,,,5810.00,1.05,1.03,,4.40,2016-05-10
0,33.42030010,0.201500,2.460,,,0.000000,27.02,581,0.7890,5731.00,1.07,0.98,,4.37,2017-05-08
0,10.60052083,,,,,,,,,6173.11,1.29,1.18,0.340,4.29,2018-09-25
0,10.60052251,0.094900,0.870,,,0.000000,162.57,911,0.5110,6086.00,1.09,1.01,,4.37,2014-11-21
0,,,1.134,,,,248.55,,,6078.00,1.35,,,,2018-09-06
0,10.60052083,0.094800,1.090,,,0.000000,224.28,987,0.7290,6035.00,1.30,1.01,,4.21,2017-05-08
0,10.60052251,,0.960,,,,,,,6150.00,1.26,1.13,,4.28,2016-05-10
0,10.60047702,,,,,,,,,6173.11,1.29,1.18,0.340,4.29,2019-04-18
0,10.60052251,0.094900,0.870,,,0.000000,162.57,911,0.5110,6086.00,1.09,1.01,,4.37,2015-08-25
0,10.60052251,0.094900,0.870,,,0.000000,162.57,911,0.5110,6086.00,1.09,1.01,,4.37,2014-11-18
0,0.68996783,0.015100,1.860,,,0.000000,6665.50,2304,0.0990,4854.00,1.75,0.97,,3.94,2014-11-18
0,0.68996817,,,,,,,,,4789.74,0.69,0.77,-0.651,4.65,2016-07-28
0,,,0.753,,,,1213.33,,,4848.00,0.70,,,,2018-09-06
0,0.68996787,0.014100,0.780,,,0.000000,1336.82,1539,0.1190,4872.00,0.73,0.81,,4.62,2017-05-08
0,0.68996758,,,,,,,,,4789.74,0.69,0.77,-0.651,4.65,2019-04-18
0,0.68996783,0.015100,1.860,,,0.000000,6665.50,2304,0.0990,4854.00,1.75,0.97,,3.94,2015-08-25
0,0.68996783,,0.820,,,,,,,4865.00,0.75,0.81,,4.60,2016-05-10
0,0.68996787,,,,,,,,,4789.74,0.69,0.77,-0.651,4.65,2018-09-25
0,0.68996783,0.015100,1.860,,,0.000000,6665.50,2304,0.0990,4854.00,1.75,0.97,,3.94,2014-11-21
0,,,3.068,,,,10.35,,,5546.00,0.99,,,,2018-09-06
0,56.67472850,0.291900,2.840,,,0.000000,11.32,468,0.1803,5910.00,0.94,1.03,,4.50,2014-11-18
0,56.67472850,0.291900,2.840,,,0.000000,11.32,468,0.1803,5910.00,0.94,1.03,,4.50,2014-11-21
0,56.67472850,,2.900,,,,,,,5722.00,0.95,0.97,,4.47,2016-05-10
0,56.67466660,,,,,,,,,5634.00,1.00,1.00,-0.042,4.44,2018-09-25
