pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_imppar,st_teff,st_rad,st_mass,st_lum,st_logg,releasedate
0,8.18086953,0.071600,2.460,,,0.000000,73.21,746,0.8766,5208.00,0.76,0.73,,4.55,2014-11-21
0,15.31297659,0.108800,2.240,,,0.000000,31.71,605,0.0473,5208.00,0.76,0.73,,4.55,2014-11-18
0,15.31289808,,,,,,,,,5155.00,0.73,0.87,-0.472,4.65,2019-04-18
0,15.31290900,,,,,,,,,5155.00,0.73,0.87,-0.472,4.65,2016-07-28
0,15.31297659,0.108800,2.240,,,0.000000,31.71,605,0.0473,5208.00,0.76,0.73,,4.55,2015-08-25
0,15.31296388,,,,,,,,,5155.00,0.73,0.87,-0.472,4.65,2018-09-25
0,15.31299000,0.110000,2.230,,,,,,0.0600,5211.00,0.77,,,4.54,2014-05-14
0,15.31297659,,2.250,,,,,,,5108.00,0.76,0.80,,4.58,2016-05-10
0,,,2.277,,,,25.93,,,5100.00,0.75,,,,2018-09-06
0,15.31296388,0.114500,2.340,,,0.000000,26.98,581,0.6070,5081.00,0.77,0.86,,4.60,2017-05-08
0,15.31307000,0.112000,2.490,,,0.000000,,613,0.6800,5236.00,0.79,0.79,,4.54,2013-10-28
0,15.31297659,0.108800,2.240,,,0.000000,31.71,605,0.0473,5208.00,0.76,0.73,,4.55,2014-11-21
0,1.53818095,,,,,,,,,3419.00,0.37,0.35,-1.783,4.86,2018-09-25
0,1.53818001,,0.960,,,0.010000,,,0.3100,3410.00,0.33,0.33,-1.871,,2017-05-25
0,1.53816250,0.021000,1.540,,,0.000000,,774,0.7700,3673.00,0.48,0.49,,4.76,2013-10-28
0,,,1.340,,,,54.56,,,3356.00,0.37,,,,2018-09-06
0,1.53818153,0.016300,0.750,,,0.000000,27.14,582,0.1486,3304.00,0.26,0.24,,4.99,2015-08-25
0,1.53818153,0.016300,0.750,,,0.000000,27.14,582,0.1486,3304.00,0.26,0.24,,4.99,2014-11-18
0,1.53817991,,,,,,,,,3419.00,0.37,0.35,-1.783,4.86,2016-07-28
0,1.53818153,0.016300,0.750,,,0.000000,27.14,582,0.1486,3304.00,0.26,0.24,,4.99,2014-11-21
0,1.53818095,0.016700,1.000,,,0.000000,30.85,602,0.9320,3364.00,0.27,0.26,,4.98,2017-05-08
0,9.88515530,0.061900,1.760,,,0.000000,3.68,353,0.9379,3545.00,0.32,0.32,,4.95,2014-11-21
0,9.88515530,0.061900,1.760,,,0.000000,3.68,353,0.9379,3545.00,0.32,0.32,,4.95,2014-11-18
0,9.87864610,0.069200,1.600,,,0.000000,5.65,393,0.0190,3609.00,0.42,0.45,,4.84,2017-05-08
0,9.88470000,0.054000,1.150,,,0.000000,,320,0.1300,3240.00,0.27,0.21,,4.90,2013-10-28
0,9.87868380,,2.108,,,,6.79,412,,3759.27,0.46,,,4.87,2022-12-06
0,9.87864610,,,,,,,,,3759.27,0.46,0.57,-1.418,4.87,2018-09-25
0,9.88515530,0.061900,1.760,,,0.000000,3.68,353,0.9379,3545.00,0.32,0.32,,4.95,2015-08-25
0,9.87863917,,1.840,,,0.130000,,,0.4500,3713.00,0.50,0.52,-1.368,,2017-05-25
0,38.09707170,,,,,,,,,,,,,,2018-09-25
0,38.09723780,0.157600,1.120,,,0.000000,0.65,229,0.5484,3482.00,0.35,0.36,,4.91,2014-11-18
0,38.09723780,0.157600,1.120,,,0.000000,0.65,229,0.5484,3482.00,0.35,0.36,,4.91,2015-08-25
0,38.09665972,,,,,,,,,,,,,,2016-07-28
0,38.09707170,0.166700,1.580,,,0.000000,0.81,242,0.9530,3554.00,0.40,0.43,,4.87,2017-05-08
0,38.09722000,0.165400,1.600,,,,0.81,268,0.0110,3638.00,0.38,0.40,-1.638,4.88,2017-11-16
0,38.09723780,0.157600,1.120,,,0.000000,0.65,229,0.5484,3482.00,0.35,0.36,,4.91,2014-11-21
0,38.09824000,0.178000,1.390,,,0.000000,,288,0.2900,3885.00,0.50,0.52,,4.75,2013-10-28
0,140.25240000,0.470600,2.170,,,,0.98,284,0.5200,4807.00,0.69,0.72,-0.636,4.62,2017-11-16
0,,,2.478,,,,2.31,,,4807.00,1.06,,,,2018-09-06
0,140.25194300,,,,,,,,,,,,,,2018-09-25
0,140.25251500,0.465100,1.730,,,0.000000,1.04,257,0.3553,4771.00,0.70,0.68,,4.59,2014-11-18
0,140.25194300,0.483600,1.840,,,0.000000,1.28,271,0.3230,4821.00,0.79,0.77,,4.53,2017-05-08
0,140.25251500,0.465100,1.730,,,0.000000,1.04,257,0.3553,4771.00,0.70,0.68,,4.59,2015-08-25
0,140.25048410,,,,,,,,,,,,,,2016-07-28
0,140.25251500,0.465100,1.730,,,0.000000,1.04,257,0.3553,4771.00,0.70,0.68,,4.59,2014-11-21
0,1047.83560000,2.026000,9.180,158.91500,1.20000,0.260000,0.30,206,0.1140,5597.00,1.18,1.01,0.090,4.30,2018-03-08
0,,,2.292,,,,124.22,,,6002.00,1.06,,,,2018-09-06
0,11.87290814,0.102500,2.250,,,0.000000,131.55,863,0.9040,6147.00,1.04,1.01,,4.41,2017-05-08
0,11.87290083,0.103000,1.940,,,0.000000,129.67,861,0.0423,6134.00,1.04,1.03,,4.42,2015-08-25
0,11.87290083,0.103000,1.940,,,0.000000,129.67,861,0.0423,6134.00,1.04,1.03,,4.42,2014-11-18
0,11.87290083,0.103000,1.940,,,0.000000,129.67,861,0.0423,6134.00,1.04,1.03,,4.42,2014-11-21
0,11.87290814,,,,,,,,,6043.43,1.08,1.12,0.143,4.43,2018-09-25
0,11.87291400,0.101000,2.530,,,0.000000,,899,0.8800,5975.00,1.17,0.96,,4.28,2013-10-28
0,11.87290396,,,,,,,,,6043.43,1.08,1.12,0.143,4.43,2016-07-28
0,11.87287870,0.103000,2.213,5.00000,2.50000,,155.00,,0.8500,6148.00,1.03,1.03,,4.36,2018-04-05
0,31.57865122,0.194900,4.520,,,0.000000,24.94,570,0.0400,5733.00,0.99,0.99,,4.44,2017-05-08
0,31.57868000,0.194000,4.980,,,0.000000,,581,0.1400,5569.00,1.09,0.98,,4.36,2013-10-28
0,31.57865122,,,,,,,,,5696.00,1.05,1.01,0.021,4.40,2018-09-25
0,31.57865934,0.198600,4.470,,,0.000000,23.77,563,0.0181,5750.00,0.98,1.04,,4.48,2014-11-18
0,31.57865934,0.198600,4.470,,,0.000000,23.77,563,0.0181,5750.00,0.98,1.04,,4.48,2014-11-21
0,31.57865934,0.198600,4.470,,,0.000000,23.77,563,0.0181,5750.00,0.98,1.04,,4.48,2015-08-25
0,31.57865900,0.197000,5.020,48.60000,2.13000,0.836000,,651,0.0830,5731.00,1.10,1.03,,4.37,2018-10-04
0,31.57865226,,,,,,,,,5696.00,1.05,1.01,0.021,4.40,2016-07-28
0,31.56200000,0.197400,,47.80000,,0.838000,,,,,1.10,1.03,,,2022-05-24
0,31.58208176,,4.985,,,,27.01,581,,5696.00,1.05,,,4.40,2022-08-09
0,1919.00000000,3.053000,,126.40000,,0.527000,,,,,1.10,1.03,,,2022-05-24
0,3.84937150,0.054800,13.100,,,0.000000,4055.29,2035,0.9193,6244.00,2.99,1.48,,3.66,2015-08-25
0,3.84937174,,,,,,,,,5843.47,3.91,1.05,1.206,3.27,2018-09-25
0,3.84937150,0.054800,13.100,,,0.000000,4055.29,2035,0.9193,6244.00,2.99,1.48,,3.66,2014-11-18
0,3.84937150,0.054800,13.100,,,0.000000,4055.29,2035,0.9193,6244.00,2.99,1.48,,3.66,2014-11-21
0,3.84937278,0.054400,11.994,1868.84040,6.36000,0.062800,,,0.9471,6216.00,2.89,1.45,,3.67,2019-03-14
0,3.84860026,,15.198,,,,6691.60,2307,,5843.47,3.91,,,3.27,2022-10-11
0,3.84937240,0.056000,11.800,,,0.000000,,1923,0.9462,6391.00,2.60,1.61,,3.81,2013-10-28
0,3.84937174,0.054800,12.940,,,0.000000,4055.29,2034,0.9150,6244.00,2.99,1.48,,3.66,2017-05-08
0,7.65024351,,,,,,,,,5230.00,0.78,0.89,-0.385,4.60,2018-09-25
0,7.65025400,0.072000,2.270,,,,,,0.0900,5413.00,0.74,,,4.62,2014-05-14
0,7.65024192,,2.640,,,,,,,5350.00,0.83,0.88,,4.55,2016-05-10
0,7.65024192,0.071100,2.390,,,0.000000,87.56,780,0.0004,5413.00,0.76,0.82,,4.59,2014-11-21
0,7.65026200,0.073000,2.600,,,0.000000,,782,0.7700,5432.00,0.78,0.88,,4.60,2013-10-28
0,7.65024192,0.071100,2.390,,,0.000000,87.56,780,0.0004,5413.00,0.76,0.82,,4.59,2015-08-25
0,7.65024351,0.071300,2.300,,,0.000000,83.86,772,0.0140,5409.00,0.75,0.83,,4.61,2017-05-08
0,7.65024380,,,,,,,,,5230.00,0.78,0.89,-0.385,4.60,2016-07-28
0,7.65023579,,,,,,,,,5230.00,0.78,0.89,-0.385,4.60,2019-04-18
0,7.65024192,0.071100,2.390,,,0.000000,87.56,780,0.0004,5413.00,0.76,0.82,,4.59,2014-11-18
0,,,2.416,,,,77.54,,,5175.00,0.78,,,,2018-09-06
0,34.25951372,0.193100,2.490,,,0.000000,11.87,473,0.0859,5413.00,0.76,0.82,,4.59,2015-08-25
0,34.25951372,0.193100,2.490,,,0.000000,11.87,473,0.0859,5413.00,0.76,0.82,,4.59,2014-11-21
0,34.26028100,0.195000,2.380,,,,,,0.2300,5413.00,0.74,,,4.62,2014-05-14
0,34.26062000,0.198000,2.700,,,0.000000,,475,0.7300,5432.00,0.78,0.88,,4.60,2013-10-28
0,,,2.523,,,,10.51,,,5175.00,0.78,,,,2018-09-06
0,34.25951372,0.193100,2.490,,,0.000000,11.87,473,0.0859,5413.00,0.76,0.82,,4.59,2014-11-18
0,34.25951372,,2.730,,,,,,,5350.00,0.83,0.88,,4.55,2016-05-10
0,34.25954112,,,,,,,,,5230.00,0.78,0.89,-0.385,4.60,2019-04-18
0,34.25955106,,,,,,,,,5230.00,0.78,0.89,-0.385,4.60,2016-07-28
0,34.25951418,0.193700,2.410,,,0.000000,11.36,468,0.0080,5409.00,0.75,0.83,,4.61,2017-05-08
0,34.25951418,,,,,,,,,5230.00,0.78,0.89,-0.385,4.60,2018-09-25
0,1.55400393,0.024600,1.580,,,0.000000,731.43,1326,0.1480,5413.00,0.76,0.82,,4.59,2014-11-21
0,1.55400393,0.024600,1.580,,,0.000000,731.43,1326,0.1480,5413.00,0.76,0.82,,4.59,2014-11-18
0,1.55400389,0.024600,1.590,,,0.000000,704.50,1313,0.0160,5409.00,0.75,0.83,,4.61,2017-05-08
0,1.55400393,0.024600,1.580,,,0.000000,731.43,1326,0.1480,5413.00,0.76,0.82,,4.59,2015-08-25
0,1.55400393,,1.730,,,,,,,5350.00,0.83,0.88,,4.55,2016-05-10
0,,,1.667,,,,651.41,,,5175.00,0.78,,,,2018-09-06
0,1.55400192,,,,,,,,,5230.00,0.78,0.89,-0.385,4.60,2016-07-28
0,1.55400100,0.025000,1.700,,,0.000000,,1336,0.7200,5432.00,0.78,0.88,,4.60,2013-10-28
0,1.55400389,,,,,,,,,5230.00,0.78,0.89,-0.385,4.60,2018-09-25
0,1.55399806,,,,,,,,,5230.00,0.78,0.89,-0.385,4.60,2019-04-18
0,175.06000000,0.633000,3.870,17.00000,1.60000,0.057000,0.88,243,,5100.00,0.76,0.84,,4.66,2020-02-27
0,17.60460000,,3.304,,,,,,,3844.00,0.63,0.61,-1.109,4.63,2020-09-03
0,17.60443700,0.113000,3.160,,,0.000000,,414,0.5900,3905.00,0.65,0.63,,4.61,2013-10-28
0,17.60460628,0.105900,2.630,,,0.000000,3.76,355,0.7862,3743.00,0.49,0.51,,4.76,2015-08-25
0,17.60461401,,,,,,,,,3844.00,0.63,0.61,-1.109,4.63,2018-09-25
0,17.60459942,,,,,,,,,3844.00,0.63,0.61,-1.109,4.63,2016-07-28
0,17.60461401,0.107200,2.640,,,0.000000,4.07,362,0.7150,3744.00,0.52,0.53,,4.74,2017-05-08
0,17.60460628,0.105900,2.630,,,0.000000,3.76,355,0.7862,3743.00,0.49,0.51,,4.76,2014-11-18
0,17.60460628,0.105900,2.630,,,0.000000,3.76,355,0.7862,3743.00,0.49,0.51,,4.76,2014-11-21
0,14.38682567,,,,,,,,,5735.81,,,,,2018-09-25
0,14.38681090,0.118900,2.750,,,0.000000,101.70,810,0.1614,5914.00,1.15,1.08,,4.35,2014-11-21
0,14.38678600,0.113000,2.500,,,0.000000,,781,0.4700,5812.00,1.05,0.94,,4.37,2013-10-28
0,14.38681626,,,,,,,,,5735.81,,,,,2016-07-28
0,14.38682567,0.113700,2.540,,,0.000000,85.46,776,0.0210,5725.00,1.07,0.94,,4.35,2017-05-08
0,14.38680000,,3.033,,,,,,,5735.81,,,,,2020-09-03
0,14.38681090,0.118900,2.750,,,0.000000,101.70,810,0.1614,5914.00,1.15,1.08,,4.35,2015-08-25
0,14.38681090,0.118900,2.750,,,0.000000,101.70,810,0.1614,5914.00,1.15,1.08,,4.35,2014-11-18
0,11.95475266,0.092800,2.310,,,0.000000,43.48,655,0.0841,5098.00,0.79,0.75,,4.52,2014-11-21
0,11.95474513,,,,,,,,,5049.84,0.78,0.84,-0.450,4.58,2018-09-25
0,11.95480000,,2.839,,,,,,,5049.84,0.78,0.84,-0.450,4.58,2020-09-03
0,11.95475266,0.092800,2.310,,,0.000000,43.48,655,0.0841,5098.00,0.79,0.75,,4.52,2015-08-25
0,11.95474513,0.100600,5.150,,,0.000000,159.04,906,0.6010,5059.00,1.66,0.95,,3.98,2017-05-08
0,11.95475464,,,,,,,,,5049.84,0.78,0.84,-0.450,4.58,2016-07-28
0,11.95475266,0.092800,2.310,,,0.000000,43.48,655,0.0841,5098.00,0.79,0.75,,4.52,2014-11-18
0,11.95477600,0.093000,2.300,,,0.000000,,641,0.6200,5088.00,0.76,0.75,,4.55,2013-10-28
0,25.84723000,0.179000,2.550,,,0.000000,,680,0.5600,6317.00,1.07,1.14,,4.44,2013-10-28
0,25.84745960,0.176100,2.570,,,0.000000,48.23,672,0.5017,6297.00,1.03,1.08,,4.45,2015-08-25
0,25.84749580,,,,,,,,,6293.00,1.15,1.23,0.268,4.41,2018-09-25
0,25.84745960,0.176100,2.570,,,0.000000,48.23,672,0.5017,6297.00,1.03,1.08,,4.45,2014-11-18
0,25.84749580,0.176100,2.400,,,0.000000,48.23,672,0.0540,6297.00,1.03,1.08,,4.45,2017-05-08
0,25.84781795,,,,,,,,,6293.00,1.15,1.23,0.268,4.41,2016-07-28
0,25.84760000,,2.883,,,,,,,6293.00,1.15,1.23,0.268,4.41,2020-09-03
0,25.84745960,0.176100,2.570,,,0.000000,48.23,672,0.5017,6297.00,1.03,1.08,,4.45,2014-11-21
0,40.71556100,0.238300,2.700,,,0.000000,26.34,578,0.0080,6297.00,1.03,1.08,,4.45,2017-05-08
0,40.71554030,0.238300,2.970,,,0.000000,26.34,578,0.2474,6297.00,1.03,1.08,,4.45,2014-11-21
0,40.71570000,,3.236,,,,,,,6293.00,1.15,1.23,0.268,4.41,2020-09-03
0,40.71583266,,,,,,,,,6293.00,1.15,1.23,0.268,4.41,2016-07-28
0,40.71554030,0.238300,2.970,,,0.000000,26.34,578,0.2474,6297.00,1.03,1.08,,4.45,2015-08-25
0,40.71652000,0.242000,3.000,,,0.000000,,585,0.6000,6317.00,1.07,1.14,,4.44,2013-10-28
0,40.71554030,0.238300,2.970,,,0.000000,26.34,578,0.2474,6297.00,1.03,1.08,,4.45,2014-11-18
0,40.71556100,,,,,,,,,6293.00,1.15,1.23,0.268,4.41,2018-09-25
0,83.57819760,,,,,,,,,5941.54,1.09,1.09,0.123,4.40,2018-09-25
0,83.57832590,0.386000,3.780,,,0.000000,17.31,520,0.7287,6190.00,1.40,1.09,,4.18,2014-11-21
0,83.57832590,0.386000,3.780,,,0.000000,17.31,520,0.7287,6190.00,1.40,1.09,,4.18,2015-08-25
0,83.57810000,,2.984,,,,,,,5941.54,1.09,1.09,0.123,4.40,2020-09-03
0,83.57752000,0.388000,4.200,,,0.000000,,515,0.9120,6188.00,1.38,1.12,,4.20,2013-10-28
0,83.57819760,0.425600,6.630,,,0.000000,43.62,655,0.5440,6056.00,2.56,1.47,,3.79,2017-05-08
0,83.57858781,,,,,,,,,5941.54,1.09,1.09,0.123,4.40,2016-07-28
0,83.57832590,0.386000,3.780,,,0.000000,17.31,520,0.7287,6190.00,1.40,1.09,,4.18,2014-11-18
0,15.43397750,0.124000,4.470,,,0.000000,63.79,721,0.7137,5900.00,0.95,1.06,,4.51,2014-11-21
0,15.43400000,,4.348,,,,,,,5542.00,1.02,0.98,-0.056,4.41,2020-09-03
0,15.43410000,0.122000,3.500,,,0.000000,,634,0.5800,5645.00,0.79,1.02,,4.65,2013-10-28
0,15.43397750,0.124000,4.470,,,0.000000,63.79,721,0.7137,5900.00,0.95,1.06,,4.51,2014-11-18
0,15.43400996,,,,,,,,,5542.00,1.02,0.98,-0.056,4.41,2018-09-25
0,15.43397750,0.124000,4.470,,,0.000000,63.79,721,0.7137,5900.00,0.95,1.06,,4.51,2015-08-25
0,15.43396148,,,,,,,,,5542.00,1.02,0.98,-0.056,4.41,2016-07-28
0,15.43400996,0.124000,4.300,,,0.000000,63.79,721,0.7070,5900.00,0.95,1.06,,4.51,2017-05-08
0,9.51221128,0.072900,2.400,,,0.000000,14.29,496,0.5013,4056.00,0.56,0.57,,4.70,2014-11-18
0,9.51220046,,,,,,,,,4303.00,0.71,0.67,-0.803,4.56,2018-09-25
0,9.51216177,,,,,,,,,4303.00,0.71,0.67,-0.803,4.56,2016-07-28
0,9.51212300,0.074000,1.830,,,0.000000,,516,0.3800,4265.00,0.56,0.58,,4.71,2013-10-28
0,9.51221128,0.072900,2.400,,,0.000000,14.29,496,0.5013,4056.00,0.56,0.57,,4.70,2015-08-25
0,9.51216000,,2.780,,,,,,,4303.00,0.71,0.67,-0.803,4.56,2020-09-03
0,9.51220046,0.074500,1.990,,,0.000000,18.66,530,0.1330,4224.00,0.60,0.61,,4.66,2017-05-08
0,9.51221128,0.072900,2.400,,,0.000000,14.29,496,0.5013,4056.00,0.56,0.57,,4.70,2014-11-21
0,1.60930590,0.022000,1.440,,,0.000000,,946,0.4200,4265.00,0.56,0.58,,4.71,2013-10-28
0,1.60932168,0.022300,1.810,,,0.000000,152.74,897,0.1042,4056.00,0.56,0.57,,4.70,2014-11-18
0,1.60932168,0.022300,1.810,,,0.000000,152.74,897,0.1042,4056.00,0.56,0.57,,4.70,2014-11-21
0,1.60932194,,,,,,,,,4303.00,0.71,0.67,-0.803,4.56,2018-09-25
0,1.60932168,0.022300,1.810,,,0.000000,152.74,897,0.1042,4056.00,0.56,0.57,,4.70,2015-08-25
0,1.60932005,,1.901,,,,,,,4224.00,0.60,0.61,,4.66,2021-12-05
0,1.60932194,0.022800,1.570,,,0.000000,199.28,958,0.0160,4224.00,0.60,0.61,,4.66,2017-05-08
0,4.39316320,0.048300,1.615,,,0.000000,115.80,914,0.1700,4890.00,0.73,0.77,-0.570,4.61,2016-03-10
0,4.39315390,0.048250,1.718,,,0.000000,,918,0.4100,4884.00,0.75,0.78,-0.539,4.58,2022-07-18
0,4.39315768,,,,,,,,,4826.67,0.76,0.78,-0.552,4.57,2018-09-25
0,4.39315768,0.047700,1.410,,,0.000000,99.90,807,0.1020,4799.00,0.69,0.78,,4.63,2017-05-08
0,4.39315652,0.048200,1.710,,,0.000000,154.44,899,0.0544,4978.00,0.81,0.77,,4.51,2015-08-25
0,4.39315652,0.048200,1.710,,,0.000000,154.44,899,0.0544,4978.00,0.81,0.77,,4.51,2014-11-21
0,4.39314700,0.048000,1.450,,,,,,0.1800,4796.00,0.70,,,4.63,2014-05-14
0,4.39314700,0.047000,1.620,,,0.000000,,836,0.7120,4909.00,0.70,0.71,,4.60,2013-10-28
0,4.39315983,,,,,,,,,4826.67,0.76,0.78,-0.552,4.57,2016-07-28
0,4.39315652,,1.530,,,,,,,4888.00,0.74,0.80,,4.61,2016-05-10
0,4.39316278,,,,,,,,,4826.67,0.76,0.78,-0.552,4.57,2019-04-18
0,,,1.519,,,,122.50,,,4868.00,0.74,,,,2018-09-06
0,4.39315652,0.048200,1.710,,,0.000000,154.44,899,0.0544,4978.00,0.81,0.77,,4.51,2014-11-18
0,7.40611676,,,,,,,,,4826.67,0.76,0.78,-0.552,4.57,2018-09-25
0,7.40611676,0.067500,1.370,,,0.000000,49.89,678,0.0770,4799.00,0.69,0.78,,4.63,2017-05-08
0,7.40610775,0.068300,1.760,,,0.000000,76.91,755,0.6578,4978.00,0.81,0.77,,4.51,2014-11-21
0,7.40610775,0.068300,1.760,,,0.000000,76.91,755,0.6578,4978.00,0.81,0.77,,4.51,2014-11-18
0,7.40610500,0.066000,1.540,,,0.000000,,705,0.7290,4909.00,0.70,0.71,,4.60,2013-10-28
0,7.40610054,,,,,,,,,4826.67,0.76,0.78,-0.552,4.57,2016-07-28
0,7.40610775,,1.610,,,,,,,4888.00,0.74,0.80,,4.61,2016-05-10
0,,,1.466,,,,61.17,,,4868.00,0.74,,,,2018-09-06
0,7.40609700,0.068000,1.370,,,,,,0.1300,4796.00,0.70,,,4.63,2014-05-14
0,7.40611400,0.068400,1.548,,,0.000000,57.70,768,0.2500,4890.00,0.73,0.77,-0.570,4.61,2016-03-10
0,7.40610257,,,,,,,,,4826.67,0.76,0.78,-0.552,4.57,2019-04-18
0,7.40610600,0.068400,1.674,,,0.000000,,771,0.5200,4884.00,0.75,0.78,-0.539,4.58,2022-07-18
0,7.40610775,0.068300,1.760,,,0.000000,76.91,755,0.6578,4978.00,0.81,0.77,,4.51,2015-08-25
0,21.80385500,0.140500,1.194,,,0.120000,13.68,536,0.4740,4890.00,0.73,0.77,-0.570,4.61,2016-03-10
0,,,1.193,,,,14.49,,,4868.00,0.74,,,,2018-09-06
0,21.80410231,,,,,,,,,4826.67,0.76,0.78,-0.552,4.57,2016-07-28
0,21.80379000,0.140400,1.238,,,0.000000,,538,0.5200,4884.00,0.75,0.78,-0.539,4.58,2022-07-18
0,21.80370800,,,,,,,,,4826.67,0.76,0.78,-0.552,4.57,2018-09-25
0,21.80387630,,1.290,,,,,,,4888.00,0.74,0.80,,4.61,2016-05-10
0,21.80353249,,,,,,,,,4826.67,0.76,0.78,-0.552,4.57,2019-04-18
0,21.80370800,0.138700,1.110,,,0.000000,11.82,473,0.5680,4799.00,0.69,0.78,,4.63,2017-05-08
0,21.80428000,0.137000,1.320,,,0.000000,,489,0.8370,4909.00,0.70,0.71,,4.60,2013-10-28
0,21.80387630,0.140200,1.390,,,0.000000,18.25,527,0.7053,4978.00,0.81,0.77,,4.51,2014-11-18
0,21.80387630,0.140200,1.390,,,0.000000,18.25,527,0.7053,4978.00,0.81,0.77,,4.51,2014-11-21
0,21.80387630,0.140200,1.390,,,0.000000,18.25,527,0.7053,4978.00,0.81,0.77,,4.51,2015-08-25
0,1071.23228000,1.890000,10.150,,,0.062000,0.07,131,0.2330,4890.00,0.73,0.77,-0.570,4.61,2016-03-10
0,,,9.959,,,,0.08,,,4868.00,0.74,,,,2018-09-06
0,1071.23308000,,,,,,,,,4826.67,0.76,0.78,-0.552,4.57,2019-06-27
0,341.00000000,0.854000,9.400,,,0.000000,,196,0.1580,4909.00,0.70,0.71,,4.60,2013-10-28
0,1071.23205000,1.883000,10.160,321.00669,1.68000,0.290000,,134,0.2710,4884.00,0.75,0.78,-0.539,4.58,2022-07-18
0,1071.23193460,1.881000,11.110,,,0.000000,0.10,144,0.2134,4978.00,0.81,0.77,,4.51,2014-11-21
0,1071.23262400,1.860000,9.270,,,0.000000,0.07,129,0.2160,4799.00,0.69,0.78,,4.63,2017-05-08
0,1071.23262400,,,,,,,,,4826.67,0.76,0.78,-0.552,4.57,2018-09-25
0,1071.23193460,1.881000,11.110,,,0.000000,0.10,144,0.2134,4978.00,0.81,0.77,,4.51,2014-11-18
0,20.49941000,0.152000,2.800,,,0.000000,,717,0.8870,6243.00,1.03,1.12,,4.46,2013-10-28
0,20.49983730,0.151000,2.500,,,0.000000,68.59,734,0.4285,6233.00,1.08,1.09,,4.41,2015-08-25
0,20.49987630,,,,,,,,,5838.00,1.52,1.05,0.383,4.10,2018-09-25
0,20.49983730,0.151000,2.500,,,0.000000,68.59,734,0.4285,6233.00,1.08,1.09,,4.41,2014-11-21
0,20.49987630,0.152800,2.800,,,0.000000,67.67,731,0.9430,6249.00,1.08,1.13,,4.43,2017-05-08
0,20.49983730,0.151000,2.500,,,0.000000,68.59,734,0.4285,6233.00,1.08,1.09,,4.41,2014-11-18
0,20.49980000,,3.356,,,,,,,5838.00,1.52,1.05,0.383,4.10,2020-09-03
0,20.49996360,,,,,,,,,5838.00,1.52,1.05,0.383,4.10,2016-07-28
0,4.16787814,0.049100,1.070,,,0.000000,202.48,962,0.1680,5251.00,0.85,0.91,,4.54,2017-05-08
0,4.16785600,0.047000,1.250,,,0.000000,,993,0.8300,5307.00,0.85,0.80,,4.48,2013-10-28
0,4.16789251,0.046400,1.050,,,0.000000,221.42,984,0.0440,5302.00,0.82,0.77,,4.49,2014-11-21
0,4.16787000,,1.326,,,,,,,5135.55,0.93,0.87,-0.266,4.44,2020-09-03
0,4.16788529,,,,,,,,,5135.55,0.93,0.87,-0.266,4.44,2016-07-28
0,4.16789251,0.046400,1.050,,,0.000000,221.42,984,0.0440,5302.00,0.82,0.77,,4.49,2014-11-18
0,4.16789251,0.046400,1.050,,,0.000000,221.42,984,0.0440,5302.00,0.82,0.77,,4.49,2015-08-25
0,4.16787814,,,,,,,,,5135.55,0.93,0.87,-0.266,4.44,2018-09-25
0,150.87799060,0.543100,3.160,,,0.000000,6.75,411,0.1303,6192.00,1.23,0.94,,4.23,2014-11-21
0,150.87831980,,,,,,,,,6131.95,1.09,1.16,0.179,4.43,2018-09-25
0,150.87799060,0.543100,3.160,,,0.000000,6.75,411,0.1303,6192.00,1.23,0.94,,4.23,2014-11-18
0,150.87831980,0.572600,4.370,,,0.000000,7.56,423,0.0220,5504.00,1.74,1.10,,4.00,2017-05-08
0,150.87792757,,,,,,,,,6131.95,1.09,1.16,0.179,4.43,2016-07-28
0,150.87800000,,2.970,,,,,,,6131.95,1.09,1.16,0.179,4.43,2020-09-03
0,150.87799060,0.543100,3.160,,,0.000000,6.75,411,0.1303,6192.00,1.23,0.94,,4.23,2015-08-25
0,150.88110000,0.580000,3.500,,,0.000000,,425,0.0100,6222.00,1.39,1.14,,4.21,2013-10-28
0,33.78880280,,,,,,,,,6014.95,1.13,1.11,0.179,4.38,2018-09-25
0,33.78882000,0.211000,2.500,,,0.000000,,597,0.3300,6188.00,1.01,1.10,,4.47,2013-10-28
0,33.78882491,0.211400,2.620,,,0.000000,31.56,604,0.4431,6184.00,1.04,1.10,,4.45,2014-11-21
0,33.78880280,0.212700,2.710,,,0.000000,33.01,611,0.0780,6202.00,1.06,1.12,,4.44,2017-05-08
0,33.78873953,,,,,,,,,6014.95,1.13,1.11,0.179,4.38,2016-07-28
0,33.78882491,0.211400,2.620,,,0.000000,31.56,604,0.4431,6184.00,1.04,1.10,,4.45,2014-11-18
0,33.78880000,,2.936,,,,,,,6014.95,1.13,1.11,0.179,4.38,2020-09-03
0,33.78882491,0.211400,2.620,,,0.000000,31.56,604,0.4431,6184.00,1.04,1.10,,4.45,2015-08-25
0,62.56138790,0.301700,3.540,,,0.000000,7.13,417,0.8420,5662.00,0.84,0.94,,4.56,2017-05-08
0,62.56152800,0.300800,3.530,,,0.000000,7.28,419,0.8164,5679.00,0.84,0.93,,4.55,2015-08-25
0,62.56152800,0.300800,3.530,,,0.000000,7.28,419,0.8164,5679.00,0.84,0.93,,4.55,2014-11-21
